ifam,ID,OnlineManual13,isOut,whyOut,sex,zygosity,tn_BFI1,tn_BFI2,tn_BFI3,tn_BFI4,tn_BFI5,tn_BFI6,tn_BFI7,tn_BFI8,tn_BFI9,tn_BFI10,tn_BFI11,tn_BFI12,tn_BFI13,tn_BFI14,tn_BFI15,tn_BFI16,tn_BFI17,tn_BFI18,tn_BFI19,tn_BFI20,tn_BFI21,tn_BFI22,tn_BFI23,tn_BFI24,tn_BFI25,tn_BFI26,tn_BFI27,tn_BFI28,tn_BFI29,tn_BFI30,tn_BFI31,tn_BFI32,tn_BFI33,tn_BFI34,tn_BFI35,tn_BFI36,tn_BFI37,tn_BFI38,tn_BFI39,tn_BFI40,tn_BFI41,tn_BFI42,tn_BFI43,tn_BFI44,tn_PDS3,tn_PDS4,tn_PDS5,tn_PDS6_Female,tn_PDS7_Male,tn_PDS8_Female,tn_PDS9_Male,tn_PDS10_Female,tn_PDS12_Male,EMPQ_emotional,EMPQ_cognitive,EMPQ_IRI_motiv,tn_BFI6_Rev,tn_BFI21_Rev,tn_BFI31_Rev,tn_BFI2_Rev,tn_BFI12_Rev,tn_BFI27_Rev,tn_BFI37_Rev,tn_BFI8_Rev,tn_BFI18_Rev,tn_BFI23_Rev,tn_BFI43_Rev,tn_BFI9_Rev,tn_BFI24_Rev,tn_BFI34_Rev,tn_BFI35_Rev,tn_BFI41_Rev,EXTRAVERSION,AGREEABLE,CONSCIENTIOUS,NEUROTICISM,OPENESS
1099,1,0,0, ,1,3,5,2,4,1,5,3,4,2,5,5,3,2,5,2,5,4,4,2,2,4,1,2,3,4,3,5,3,3,2,4,2,3,3,5,4,3,4,3,5,4,2,4,2,2,3,3,3, ,3, ,3, ,3,2.27272727272727,4.22222222222222,3.5,3,5,4,4,4,3,2,4,4,3,4,1,2,1,2,4,4,3.33333333333333,3.66666666666667,2,3.8
1099,4,0,0, ,2,3,5,4,5,1,5,1,5,1,1,5,5,3,5,3,5,5,4,2,4,4,1,5,2,2,4,4,1,5,4,4,2,4,5,1,5,5, ,4,5,3,2,4,2,5,2,3,2,3, ,4, ,4, ,3.72727272727273,4.44444444444444,4.33333333333333,5,5,4,2,3,5, ,5,4,4,4,5,4,5,1,4,4.75,4,4.55555555555556,3.875,4
1100,1,2,0, ,1,3, ,2,3,1,4,1,5,3,2,4,5,1,5,2,4,3,5,3,4,2,1,5,4,4,4,4,1,5,3,4,2,5,4,3,3,5,2,4,2,4,3,4,2,5, , , , , , , , , ,3.8,3.77777777777778,4,5,5,4,4,5,5,4,3,3,2,4,4,2,3,3,3,4.42857142857143,4.66666666666667,3.66666666666667,2.625,3.7
1100,4,2,0, ,2,3,2,1,4,1,3,1,5,3,2,4,3,2,5,5,3,3,2,1,5,4,2,4,1,1,4,4,2,4,4,4,2,4,4,2,5,5,1,4,3,4,4,4,2,2, , , , , , , , , ,4.1,4.22222222222222,4.66666666666667,5,4,4,5,4,4,5,3,5,5,4,4,5,4,1,2,3.75,4.11111111111111,4.22222222222222,3.875,3.1
1101,1,2,0, ,2,1,3,2,4,2,4,4,5,3,4,3,4,2,4,3,3,4, ,1,4,4,4,3,2,4,4,3, ,4,4,4,3,4,4,4,4,5,2,4,3,4, ,5, , , , , , , , , , , ,3.18181818181818,3.88888888888889,3.66666666666667,2,2,3,4,4, ,4,3,5,4, ,2,2,2,2, ,3.25,4.14285714285714,4,2.75,3.5
1101,4,2,0, ,2,1,2,4,5,3,4,3,4,4,2,5,5,4,2,2,3,4,4,1,4,3,3,3,2,4,4,2, ,4,2,4,3, ,4,2,2,5,2,4,3,4,4,5, ,3, , , , , , , , , ,2.45454545454545,3.66666666666667,3.16666666666667,3,3,3,2,2, ,4,2,5,4, ,4,2,4,4,2,3.375,3.42857142857143,3.75,3,3.6
1108,4,2,0, ,2,3,5,4,3,3,5,4,5,4,2,5,5,3,5,5,4,4,3,2,5,5,1,5,3,3,5,5,3, ,4,5,3,4,5,2,1,5,3,4,3,5,5,4,5,5, , , , , , , , , ,4.18181818181818,4.22222222222222,4.16666666666667,2,5,3,2,3,3,3,2,4,3,1,4,3,4,5,1,4.25,3.55555555555556,3.375,3.875,4.5
1109,1,2,0, ,2,1,4,3,2,3,4,1,3,4,2,5,5,2,4,5,4,4,5,3,5,5,1,3,1,3,4,5,4,3,5,1,1,4,3,1,5,5,2,4,2,5,1,3,5,5, , , , , , , , , ,4.6,4.11111111111111,4.66666666666667,5,5,5,3, ,2,4,2,3,5,1,4,3,5,1,5,4.75,3.375,3,4,3.9
1110,1,0,0, ,2,1,4,2,2,1,3,2,3,4,2,4,4,2,4,4,3,3,4,4,3,4,2,3, ,2,3,3, ,4,2,3,2,3,4,2,3,4,3,4,3,4,4,4,3,2,3,4,3,3, ,2, ,4, ,3.63636363636364,3.66666666666667,3.33333333333333,4,4,4,4,4, ,3,2,2, ,3,4,4,4,3,2,3.75,3.5,3.125,3.125,3.1
1110,4,0,0, ,2,1,4,4,4,2,3,2,4,2,2,4,4,4,4,4,3,4,2,4,4,5,1,4,4,2,3,4,2,4,4,4,3,3,4,2,2,4,4,3,5,4,2,4,5,2,2,3,3,3, ,2, ,4, ,3.54545454545455,4,3.66666666666667,4,5,3,2,2,4,2,4,2,2,1,4,4,4,4,4,4,3,3.11111111111111,3.875,3.6
1115,1,0,0, ,2,2,4,2,3,1,3,3,3,4,3,3,2,3,2,4,3,3,3,4,3,1,2,3,5,3,3,4,2,4,3,1,3,3,3,4,1,3,3,3,4,4,3,3,2,2, , , , , , , , , ,2.27272727272727,3.22222222222222,2.83333333333333,3,4,3,4,3,4,3,2,2,1,4,3,3,2,5,3,3.25,3.22222222222222,2.66666666666667,2.875,2.8
1115,4,0,0, ,2,2,5,3,4,3,4,3,4,4,1,5,4,3,5,5,4,4,4,1,5,5,1,5,3,2,4,3,3,5,4,4,4,4,4,2,3,5,4,2,4,4,5,4,2,3, , , , , , , , , ,4.18181818181818,3.88888888888889,4,3,5,2,3,3,3,2,2,5,3,4,5,4,4,3,1,3.875,3.55555555555556,3.77777777777778,4.25,3.7
1116,1,0,0, ,1,2,4,1,1,1,1,5,3,3,5,2,1,1,2,1,1,4,3,1,1,5,5,3,5,4,1,5,3,2,3,2,3,4,4,4,3,3,1,3,2,3,5,4,3,1,3,3,3, ,2, ,1, ,3,2.45454545454545,4.66666666666667,3,1,1,3,5,5,3,5,3,5,1,3,1,2,2,3,1,2.75,3.88888888888889,2.66666666666667,1.625,2
1117,1,0,0, ,1,2,5,2,3,1,5,3,4,2,3,5,5,2,4,2,4,4,4,2,1,5,1,4,2,3,5,4,2,5,3,5,1,4,4,3,2,4,2,4,2,5,1,4,3,4,3,3,2, ,3, ,3, ,3,3.18181818181818,4.33333333333333,3,3,5,5,4,4,4,4,4,4,4,3,3,3,3,4,5,4.375,4,3.88888888888889,2.25,4.7
1118,1,0,0, ,1,2,5,3,4,1,4,2,4,3,4,5,4,4,5,1,5,4,5,3,4,2,1,3,2,2,4,5,3,4,4,5,1,5,5,5,5,5,4,4,4,3,4,4,1,5,2,3,2, ,1, ,1, ,3,3.54545454545455,4.66666666666667,4,4,5,5,3,2,3,2,3,3,4,5,2,4,1,1,2,4.625,3.44444444444444,4.11111111111111,2.625,3.6
1118,4,0,0, ,1,2,3,2,4,1,4,2,4,4,3,3,4,1,4,2,3,3,4,4,4,3,3,4,3,4,5,3,2,3,2,4,3,4,3,5,2,4,3,3,1,4,1,4,4,5,2,3,1, ,3, ,1, ,3,3.54545454545455,4.33333333333333,4,4,3,3,4,5,4,3,2,2,3,2,3,2,1,4,5,3.375,4,2.88888888888889,2,4
1120,1,0,0, ,2,2,1,5,2,4,2,4,1,2,1,2,1,4,2,5,2,1,1,2,5,2,4,1,4,4,2,2,5,2,5,4,4,2,2,2,5,1,4,2,4,2,4,2,2,2, , , , , , , , , ,2.54545454545455,3.11111111111111,2,2,2,2,1,2,1,2,4,4,2,4,5,2,4,1,2,1.5,1.44444444444444,2.66666666666667,4.25,2.1
1120,4,0,0, ,2,2,3,3,4,1,4,2,5,1,4,4,4,1,4,3,4,3,5,2,2,5,2,4,1,2,3,4,1,3,1,5,2,5,4,3,2,4,1,3,2,5,5,4,2,5, , , , , , , , , ,3.63636363636364,4.55555555555556,4,4,4,4,3,5,5,5,5,4,5,4,2,4,3,4,1,3.75,4.55555555555556,4,2.25,4
1121,1,0,0, ,2,3,5,2,3,1,4,4,4,4,4,4,5,2,4,4,2,4,5,4,2,3,1,5,4,1,4,5,2,2,4,4,1,4,3,2,2,5,2,4,1,2,2,5,5,4, , , , , ,3, , , ,4.09090909090909,4.33333333333333,3.83333333333333,2,5,5,4,4,4,4,2,2,2,1,2,5,4,4,4,4.5,4.33333333333333,2.55555555555556,2.875,3.5
1121,4,0,0, ,1,3,4,2,5,2,4,4,4,5,4,5,5,2,4,4,5,4,4,1,4,4,3,4,5,4,4,4,4,5,4,4,4,4,4,3,4,4,4,5,3,4,5,4,4,5,3,3,1, ,1, ,1, ,3,3.54545454545455,4,4,2,3,2,4,4,2,2,1,5,1,2,2,2,3,2,1,3.5,3.55555555555556,3.55555555555556,3,3.8
1123,1,0,0, ,2,2,5,3,4,1,4,4,5,5,5,5,5,1,5,4,5,4,5,2,4,4,1,4,2,3,4,2,1,5,1,4,2,4,4,4,4,4,2,4,2,4,1,5,5,5,1,3,1,3, ,5, ,1, ,3.90909090909091,4.88888888888889,4,2,5,4,3,5,5,4,1,4,4,1,1,3,2,2,5,3.875,4.44444444444444,3.55555555555556,2.25,4.2
1123,4,0,0, ,2,2,5,2,4,1,4,4,4,4,4,5,5,3,4,3,5,5,4,5,2,5,2,4,4,2,4,5,1,4,1,2,2,4,4,3,2,5,2,3,5,4,1,4,1,2,3,4,3,4, ,4, ,4, ,4.09090909090909,4.77777777777778,3.83333333333333,2,4,4,4,3,5,4,2,1,2,5,2,4,3,4,5,4.375,4,3.22222222222222,2.625,4
1125,1,0,0, ,2,2,5,3,3,1,3,4,5,1,4,4,5,3,4,5,3,4,4,5,4,4,1,5,2,4,4,5,1,4,2,5,3,4,3,4,1,5,3,4,2,2,2,5,4,3, , , , , , , , , ,3.54545454545455,4.44444444444444,4.5,2,5,3,3,3,5,3,5,1,4,2,2,2,2,5,4,4.25,4.11111111111111,3.33333333333333,2.5,3.7
1125,4,0,0, ,2,2,4,1,4,1,4,4,5,4,3,5,5,1,5,4,5,3,5,3,5,5,4,4,3,4,4,4,3,5,4,5,4,5,4,3,2,4,1,5,2,5,2,5,1,4, , , , , , , , , ,3.18181818181818,4.66666666666667,3.33333333333333,2,2,2,5,5,3,5,2,3,3,5,3,2,3,4,4,3.25,4.66666666666667,4,3,4.5
1129,4,0,0, ,2,2,3,1,4,1,4,2,5,1,3,5,5,3,5,2,4,4,3,4,3,4,1,4,4,4,4,5,1,4,1,2,1,5,4,3,4,5,4,5,5,3,3,5,5,2, , , , , , , , , ,4.36363636363636,4.88888888888889,4.33333333333333,4,5,5,5,3,5,2,5,2,2,1,3,2,3,2,3,4.5,4.11111111111111,3.55555555555556,2.5,3.3
1130,1,0,0, ,1,3,5,2,2,1,4,1,5,4,3,4,4,4,4,2,4,5,3,5,4,4,2,4,3,2,2,2,1,3,2,2,4,5,3,3,2,5,2,3,4,2,4,4,4,2,3,3,2, ,3, ,2, ,3,4,4.33333333333333,2.33333333333333,5,4,2,4,2,5,4,2,1,3,2,3,4,3,4,2,4,4,2.55555555555556,2.875,3
1130,4,0,0, ,2,3,4,2,4,1,4,3,5,3,4,5,4,2,5,4,4,2,4,2,4,4,2,4,3,3,4,5,1,4,1,3,3,5,4,4,4,5,2,4,3,5,4,5,1,3,3,3,2,3, ,3, ,4, ,3.18181818181818,3.77777777777778,2.5,3,4,3,4,4,5,4,3,4,3,5,2,3,2,2,2,3.75,4.44444444444444,4,2.5,3.6
1132,1,0,0, ,1,3,4,1,4,1,5,1,5,5,5,5,5,1,5,1,5,5,5,1,1,5,1,1,1,1,5,5,1,5,1,3,1,5,5,5,1,5,1,5,1,3,1,5,5,3, , , , , , , , , ,3.18181818181818,4.5,2.83333333333333,5,5,5,5,5,5,5,1,5,5,1,1,5,1,5,5,4.875,4.55555555555556,4,1.5,4.4
1133,4,0,0, ,1,1,4,2,3,2,4,3,4,4,3,4,4,3,4,3,4,3,4,3,4,5,3,3,3,2,4,3,2,3,3,4,4,4,4,3,3,4,3,3,4,3,2,4,4,4,2,2,1, ,2, ,2, ,4,2.90909090909091,3.33333333333333,3.83333333333333,3,3,2,4,3,4,3,2,3,3,2,3,4,3,3,4,3.25,3.66666666666667,3,3.25,3.9
1136,1,0,0, ,2,2,2,1,5,2,4,5,4,3,4,4,2,3,5,4,5,3,2,2,2,4,3,4,2,4,5,5,2,5,4,5,4,4,5,3,4,3,4,4,4,4,2,4,1,4,3,4,2,3, ,2, ,4, ,3.63636363636364,3.77777777777778,4.66666666666667,1,3,2,5,3,4,2,3,4,4,5,2,2,3,2,4,2.625,3.55555555555556,4.44444444444444,2.875,4.1
1136,4,0,0, ,2,2,4,3,5,1,4,5,5,1,5,5,5,1,5,5,4,4,5,1,5,4,2,4,1,1,4,1,1,3,1,4,3,5,4,3,2,5,1,3,1,5,3,5,3,3,3,2,1,3, ,4, ,1, ,4,4.33333333333333,4.66666666666667,1,4,3,3,5,5,5,5,5,5,3,1,5,3,4,3,3.375,4.66666666666667,4.22222222222222,2.75,4
1138,1,0,0, ,2,2,5,1,5,1,5,4,5,2,3,4,5,1,5,4,4,3,5,3,5,4,4,5,3,2,2,2,1,3,4,5,3,5,4,2,4,4,3,3,3,5,5,5,1,5, , , , , , , , , ,2.90909090909091,3.88888888888889,4,2,2,3,5,5,5,3,4,3,3,5,3,4,4,2,1,3.25,4.77777777777778,3.88888888888889,3.5,3.7
1138,4,0,0, ,2,2,4,2,4,1,4,2,4,4,2,4,5,2,4,4,4,4,1,1,4,5,2,3,1,1,4,4,1,4,2,5,4,4,5,2,4,4,2,4,2,4,4,4,3,5, , , , , , , , , ,4.36363636363636,4.33333333333333,4.5,4,4,2,4,4,5,4,2,5,5,3,4,5,4,2,2,3.875,3.66666666666667,4,3.25,3.9
1140,1,2,0, ,2,1,3,2,3,1,3, , ,2,4,3, ,1,4,1,3,3, ,1,2,3,1,3,1, , ,2, ,3, , ,1,4,4,4, ,4, ,4,1,3,3,4,1,4, , , , , , , , , ,3.11111111111111,3.11111111111111,3.2, ,5,5,4,5, , ,4,5,5,5,2, ,2, ,3,3.66666666666667,4,4.11111111111111,1.5,3.14285714285714
1140,4,2,0, ,2,1,3,2,5,1,3, , ,3, ,4,4,3,4,4, ,4, , ,3, ,2, ,2,3, ,3,2, ,3, ,3,4,3,3, ,4,2,3,3, ,4,4,2, , , , , , , , , , ,3.33333333333333,4,3, ,4,3,4,3,4,4,3, ,4,4, ,3,3, ,2,3.57142857142857,3.83333333333333,3.71428571428571,2.85714285714286,3
1143,1,0,0, ,1,3,2,2,4,1,3,4,4,3,3,4,4,4,4,2,4,4,5,4,4,2,2,4,4,4,2,4,1,4,2,3,2,4,3,4,4,4,4,3,4,2,4,4,2,5, , , , , , , , , ,2.81818181818182,3.66666666666667,2.5,2,4,4,4,2,5,2,3,2,2,4,3,2,2,2,2,3.5,3.77777777777778,3.22222222222222,2.5,2.9
1143,4,0,0, ,2,3,3,2,3,1,3,3,3,4,3,4,4,2,4,4,2,2,3,3,4,4,2,3,2,3,3,2,2,4,2,4,2,4,4,3,4,5,2,4,2,3,3,5,2,4, , , , , , , , , ,3.27272727272727,3.88888888888889,3.33333333333333,3,4,4,4,4,4,4,2,3,4,4,3,3,3,2,3,3.375,3.77777777777778,3.55555555555556,2.75,3.2
1148,1,0,0, ,1,2,4,3,4,2,4,4,4,3,4,5,4,2,4,3,4,4,3,2,4,4,2,4,2,4,5,5,3,4,3,3,3,4,4,4,2,4,3,4,3,4,1,4,2,4,3,3,3, ,3, ,3, ,3,3.63636363636364,4.33333333333333,3.66666666666667,2,4,3,3,4,3,3,3,4,4,4,2,2,2,4,5,3.75,3.55555555555556,3.88888888888889,2.625,4.2
1149,1,0,0, ,1,2,2,3,3,1,4,3,4,2,4,3,4,2,4,3,3,3,3,3,3,3,3,3,2,4,3,4,3,3,4,3,3,2,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3, ,4, ,2, ,2,3,3.66666666666667,3,3,3,3,3,4,3,2,4,3,4,3,2,2,3,3,3,3.25,3,3.44444444444444,2.625,3.1
1149,4,0,0, ,1,2,5,3,5,1,4,3,5,4,5,3,4,2,5,1,4,3,3,4,2,4,2,5,3,4,2,4,1,5,4,3,4,4,5,2,1,5,2,3,2,3,2,4,4,3,3,3,3, ,4, ,1, ,3,2,3.88888888888889,3.5,3,4,2,3,4,5,4,2,2,3,2,1,2,4,5,4,3.75,4.11111111111111,3.55555555555556,2.125,3.5
1159,1,1,0, ,2,2,1,1,3,2,3,4,4,4,4,3,2,1,4,3,2,2,4,3,4,4,5,4,4,2,2,2,2,3,2,4,4,4,4,3,4,4,1,2,3,4,2,4,4,4,3,3,3,3, ,3, ,4, ,3.18181818181818,4,3.16666666666667,2,1,2,5,5,4,5,2,3,2,2,2,4,3,2,4,2,4.33333333333333,2.77777777777778,2.875,3.2
1159,4,0,0, ,2,2,3,1,5,1,5,4,5,1,4,4,5,1,5,4,4,5,5,1,5,5,3,5,1,3,5,3,1,5,1,5,4,5,4,1,3,5,1,4,4,5,3,4,5,5,3,3,3,3, ,3, ,4, ,4.36363636363636,4.44444444444444,4,2,3,2,5,5,5,5,5,5,5,1,2,3,5,3,3,3.5,4.88888888888889,4.33333333333333,3.125,4.4
1161,1,0,0, ,2,3,4,1,5,1,4,3,4,2,5,5,4,2,5,1,3,4,4,1,2,3,1,4,1,2,4,4,1,4,3,4,1,4,4,5,3,5,2,4,2,4,3,4,2,3, , , , , , , , , ,3.54545454545455,4.44444444444444,3.83333333333333,3,5,5,5,4,5,4,4,5,5,4,1,4,1,3,3,4.25,4.22222222222222,4.44444444444444,1.875,3.6
1161,4,0,0, ,1,3,2,2,3,1,3,4,4,3,4,3,4,3,4,2,4,3,5,4,4,3,3,4,2,5,3,3,3,5,4,2,4,4,4,3,3,3,2,3, ,3,3,3,2,3, , , , , , , , , ,3.54545454545455,3.88888888888889,3.66666666666667,2,3,2,4,3,3,4,3,2,4,4,2,1,3,3,3,2.75,3.77777777777778,3.55555555555556,2.42857142857143,3
1164,1,1,0, ,1,1,1,1,4,1,5,5,5,2,5,5,4,2,5,4,5,4,5,5,4,4,4,4,2,4,4,4,2,4,3,4,4,4,4,4,4,5,2,4,2,5,2,4,4,4,3,3,1, ,1, ,2, ,3,3.63636363636364,4.33333333333333,4.16666666666667,1,2,2,5,4,4,4,4,1,4,2,1,2,2,2,4,2.875,4.33333333333333,3.55555555555556,2.375,4.2
1164,4,1,0, ,1,1,3,2,5,1,5,5,5,2,2,5,5,1,5,5,5,5,5,3,2,5,3,5,1,5,5,4,3,5,1,5,5,5,4,5,3,5,1,5,1,4,1,5,2,5,3,3,2, ,3, ,3, ,3,3.81818181818182,5,4.16666666666667,1,3,1,4,5,3,5,4,3,5,4,4,1,1,3,5,3.375,4.66666666666667,4.44444444444444,2,4.7
1165,1,0,0, ,2,2,4,4,5,4,4,3,4,4,3,4,4,4,4,3,4,4,2,1,3,5,3,3,4,2,3,5,5,4,5,4,5,4,4,4,4,3,4,3,4,5,1,2,3,5, , , , , , , , , ,3.90909090909091,3.77777777777778,3.5,3,3,1,2,2,1,2,2,5,2,3,3,4,2,2,5,3.375,2.44444444444444,3.55555555555556,3.5,4.1
1165,4,0,0, ,2,2,1,1,5,1,5,4,4,2,5,3,4,2,5,4,3,3,5,2,1,5,5,5,2,2,5,3,4,3,2,5,4,5,5,4,3,4,2,4,2,4,1,4,2,5, , , , , , , , , ,3.81818181818182,4.55555555555556,3.66666666666667,2,1,2,5,4,2,4,4,4,4,4,1,4,2,3,5,2.5,4.22222222222222,4.22222222222222,2.125,4.3
1166,1,1,0, ,1,3,3,4,4,1,5,3,3,2,3,4,4,2,4,4,4,4,2,1,3,3,3,3,2,4,4,4,2,4,3,4,2,3,4,2,2,4,2,4,2,4,5,3,4,3,3, ,2, ,1, ,1, ,3,3.36363636363636,4.22222222222222,3.33333333333333,3,3,4,2,4,4,4,4,5,4,2,3,2,4,4,1,3.625,3.11111111111111,3.88888888888889,2.75,3.6
1167,1,1,0, ,2,1,5,1,5,1,5,3,4,1,4,5,5,1,5,2,4,3,4,3,1,5,1,5,1,3,5,5,1,4,1,3,1,5,5,4,4,5,1,4,1,3,2,4,2,4,3,3,2,3, ,3, ,1, ,3.36363636363636,3.88888888888889,4.33333333333333,3,5,5,5,5,5,5,5,3,5,4,2,3,2,2,4,4.5,4.66666666666667,4.44444444444444,1.625,4
1167,4,1,0, ,2,1,5,3,5,1,5,3,5,1,3,5,5,1,5,3,5,2,3,3,5,5,1,4,1,2,5,5,1,5,2,4,1,5,5,3,3,5,2,5,4,3,1,3,1,4,3, , , , , , , , ,4.27272727272727,4.33333333333333,5,3,5,5,3,5,5,4,5,3,5,5,3,4,3,3,5,4.375,4.11111111111111,4.77777777777778,3.125,4.4
1170,4,1,0, ,2,1,3,1,5,1,3,3,5,2,2,3,5,1,5,3,3,4,5,1,3,2,3,4,1,3,3,4,1,5,1,4,3,5,4,3,4,4,3,4,1,3,3,4,3,3, , , , , , , , , ,3.90909090909091,4.44444444444444,4.5,3,3,3,5,5,5,3,4,5,5,3,4,3,3,2,3,3.625,4.55555555555556,4.44444444444444,2.375,2.9
1171,1,0,0, ,2,2,4,2,3,3,3,3,4,4,4,3,3,2,4,3,3,3,3,2,3,3,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,4, , , , , , , , , ,3.09090909090909,4,3.5,3,3,2,4,4,2,2,2,4,2,3,2,2,2,2,3,3.125,3.22222222222222,3.33333333333333,2.75,3.2
1171,4,0,0, ,2,2,3,1,3,4,4,3,4,3,4,5,4,1,4,4,5,3,3,3,3,5,3,3,3,3,4,3,4,4,4,3,5,5,5,3,2,4,3,3,1,4,1,3,4,5, , , , , , , , , ,3.18181818181818,3.77777777777778,4,3,3,1,5,5,2,3,3,3,3,2,2,3,3,4,5,3,3.66666666666667,3.33333333333333,3,4.4
1175,1,1,0, ,1,1,4,2,5,1,4,3,5,4,2,4,5,1,4,4,5,5,5,1,4,5,1,4,2,2,4,3,1,2,4,5,4,5,5,2,2,5,4,5,4,5,1,5,5,3, , , , , , , , , ,3.72727272727273,3.33333333333333,4,3,5,2,4,5,5,2,2,5,4,1,4,4,4,4,5,4,4.44444444444444,3.66666666666667,3.625,4.4
1175,4,1,0, ,1,1,3,3,4,4,4,2,3,4,2,4,4,4,4,3,5,4,4,3,4,4,3,4,2,3,4,4,4,2,3,5,3,4,4,4,5,5,3,3,4,3,4,4,4,5,3,3,2, ,4, ,1, ,2,2.7,3,2.66666666666667,4,3,3,3,2,2,3,2,3,4,2,4,3,2,1,2,3.75,3.22222222222222,3.11111111111111,3.375,3.7
1178,1,1,0, ,1,2,3,4,3,2,3,2,4,5,1,4,5,3,4,4,3,4,5,4,4,2,2,3,4,4,2,4,4,2,2,1,3,4,3,3,3,4,4,3,3,3,4,4,5,3,1,3,2, ,2, ,2, ,4,3.81818181818182,3.88888888888889,2.66666666666667,4,4,3,2,3,2,2,1,2,2,1,5,2,3,3,2,3.875,3.22222222222222,2.33333333333333,3.125,2.6
1178,4,1,0, ,1,2,3,3,5,1,3,5,5,3,1,2,4,1,4,5,5,3,4,2,4,3,3,4,3,4,3,5,4,4,4,2,4,5,4,2,4,5,3,4,2,2,5,3,4,1,3,3,3, ,4, ,2, ,3,3.36363636363636,4,3.66666666666667,1,3,2,3,5,2,3,3,4,3,2,5,2,4,2,1,3.25,3.77777777777778,3.66666666666667,3.375,2.4
1184,1,1,0, ,2,2,4,4,5,1,4,3,4,1,2,4,4,2,4,1,4,4,2,1,3,3,1,4,2,4,4,5,1,5,2,4,2,3,5,2,1,4,2,5,5,2,5,1,2,2,1,2,2,1, ,2, ,1, ,3.27272727272727,4.33333333333333,4,3,5,4,2,4,5,4,5,5,4,4,4,2,4,5,1,4.125,3.22222222222222,4.66666666666667,2.75,3.3
3000,1,0,0, ,1,3,3,3,2,2,4,2,4,3,2,4,4,2,4,4,3,1,2,4,2,4,4,2,3,1,4,4,4,2,4,4,2,3,2,4,4,4,2,2,5,3,4,1,4,1,3,3,3, , , ,2, ,3,2,3.33333333333333,2.66666666666667,4,2,4,3,4,2,4,3,2,3,2,4,5,2,2,2,3.25,2.77777777777778,2.44444444444444,3.5,3.1
3000,4,0,0, ,2,3,5,2,3,2,4,2,5,4,4,5,4,3,5,4,4,2,5,1,2,5,4,5,4,2,4,3,3,4,4,4,4,4,4,3,3,4,3,4,3,4,2,4,4,3,3,4,3,4, ,2, ,4, ,3.54545454545455,3.77777777777778,3.33333333333333,4,2,2,4,3,3,3,2,5,2,2,2,4,3,3,4,3.25,4,3.44444444444444,3,4
3006,1,2,0, ,2,2,4,2,4,1,3,3, ,2,3,3,4,2,4,3,4,4,3,2,4,3,2,4,1,2,3,2,1,3,2,3,3,3,3,2,1,5,1,3,2,3,2,4,2,4, , , , , , , , , ,3.5,3.625,3.66666666666667,3,4,3,4,4,5,5,4,4,5,4,3,4,4,5,4,3.625,4,3.77777777777778,2.875,3.5
3006,4,2,0, ,2,2,4,3,3,1,4,2,4,3,4,4,4,3,4,1.5,4,3,4,3,1,4,2,4,1.5,3,3,4,2,3,3,4,3,4,4,4,3,4,3,4,3,4,3,4,2,3, , , , , , , , , ,3.4,4,3.83333333333333,4,4,3,3,3,4,3,3,3, ,4,2,3,2,3,3,3.75,3.66666666666667,3.5,2.0625,3.6
3012,1,2,0, ,2,2,4,2,4,1,4,2,3,2,3,4,5,1,4,5,4,4,4,1,3,5,2,3,1,2,4,4,1,5,2,5,2,4,4,3,3,5,5,5,4,4,2,5,3,3, , , , , , , , , ,3.54545454545455,3.77777777777778,4.5,4,4,4,4,5,5,1,4,5,5,3,3,4,3,3,4,4.25,3.77777777777778,4.33333333333333,3.125,4
3012,4,2,0, ,2,2,1,2,3,2,5,5,5,1,5,5,2,1,3,2,3,4,4,3,2,5,4,3,2,5,5,4,4,5,3,5,3,5,4,5,3,2,1,3,1,5,1,3,5,5, , , , , , , , , ,3.45454545454545,4.77777777777778,4.66666666666667,1,2,3,4,5,2,5,5,3,4,1,1,1,1,3,5,2.375,4,3.44444444444444,1.625,4.6
3014,1,0,0, ,2,2,5,4,4,3,4,3,4,2,4,5,4,3,5,5,3,3,4,5,4,5,2,2,2,2,4,5,4,5,4,3,4,3,4,5,2,3,2,2,3,4,2,4,3,4, , , , , , , , , ,3.90909090909091,4,4.33333333333333,3,4,2,2,3,2,4,4,1,4,3,2,4,1,4,4,3.625,3.11111111111111,3.55555555555556,3.25,4
3014,4,0,0, ,2,2,2,4,4,1,5,4,4,3,2,4,3,3,4,5,3,3,2,1,3,5,4,3,1,5,5,5,4,5,4,5,3,3,4,2,3,3,3,4,5,5, ,2,2,5, , , , , , , , , ,4.18181818181818,4.77777777777778,3.83333333333333,2,2,3,2,3,2,3,3,5,5,4,4,1,4,3, ,2.875,2.66666666666667,4.22222222222222,3.375,4.44444444444444
3015,1,0,0, ,2,2,3,1,3,1,5,1,5,2,4,4,2,1,3,4,4,3,4,2,4,5,4,3,4,3,5,4,1,3,2,4,5,5,3,2,4,5,1,2,3,4,1,5,3,4,2,3,3,3, ,3, ,4, ,4.27272727272727,4.11111111111111,4.83333333333333,5,2,1,5,5,5,5,4,4,2,3,2,3,4,2,5,3.125,4.66666666666667,3,2.875,4.2
